fecha,hora,modelo,operacion,tiempo,input,cached_input,output,coste
2026-07-19,21:16:25,gpt-5.4-mini,importar_test_imagen,2.38,2170,0,242,0.002717
2026-07-19,21:16:29,gpt-5.4-mini,importar_test_imagen,3.17,2324,0,369,0.003404
2026-07-19,21:16:31,gpt-5.4-mini,importar_test_imagen,2.02,2170,0,174,0.002410
2026-07-19,21:16:34,gpt-5.4-mini,importar_test_imagen,3.03,2401,0,365,0.003443
2026-07-19,21:16:36,gpt-5.4-mini,importar_test_imagen,2.09,2170,0,198,0.002518
2026-07-19,21:16:41,gpt-5.4-mini,importar_test_imagen,4.37,2324,0,283,0.003017
2026-07-19,21:16:43,gpt-5.4-mini,importar_test_imagen,1.40,2093,0,121,0.002114
2026-07-19,21:16:45,gpt-5.4-mini,importar_test_imagen,2.29,2247,0,265,0.002878
2026-07-19,21:16:47,gpt-5.4-mini,importar_test_imagen,2.28,2170,0,252,0.002762
2026-07-19,21:16:49,gpt-5.4-mini,importar_test_imagen,1.71,2170,0,182,0.002446
2026-07-19,21:16:51,gpt-5.4-mini,importar_test_imagen,1.73,2093,0,200,0.002470
2026-07-19,21:16:54,gpt-5.4-mini,importar_test_imagen,2.57,2247,0,301,0.003040
2026-07-19,21:16:56,gpt-5.4-mini,importar_test_imagen,2.37,2247,0,290,0.002990
2026-07-19,21:16:58,gpt-5.4-mini,importar_test_imagen,1.83,2093,0,226,0.002587
2026-07-19,21:17:01,gpt-5.4-mini,importar_test_imagen,2.53,2170,0,261,0.002802
2026-07-19,21:17:05,gpt-5.4-mini,importar_test_imagen,3.27,2401,0,344,0.003349
2026-07-19,21:17:08,gpt-5.4-mini,importar_test_imagen,3.39,2247,0,314,0.003098
2026-07-19,21:17:11,gpt-5.4-mini,importar_test_imagen,2.59,2324,0,293,0.003061
2026-07-19,21:17:14,gpt-5.4-mini,importar_test_imagen,2.64,2170,0,316,0.003050
2026-07-19,21:17:16,gpt-5.4-mini,importar_test_imagen,2.07,2170,0,210,0.002573
2026-07-19,21:17:19,gpt-5.4-mini,importar_test_imagen,2.44,2093,0,234,0.002623
2026-07-19,21:17:21,gpt-5.4-mini,importar_test_imagen,1.98,2093,0,155,0.002267
2026-07-19,21:17:24,gpt-5.4-mini,importar_test_imagen,2.92,2093,0,239,0.002645
2026-07-19,21:17:27,gpt-5.4-mini,importar_test_imagen,3.19,2093,0,209,0.002510
2026-07-19,21:17:29,gpt-5.4-mini,importar_test_imagen,1.96,2093,0,202,0.002479
2026-07-19,21:17:32,gpt-5.4-mini,importar_test_imagen,2.31,2093,0,228,0.002596
2026-07-19,21:17:34,gpt-5.4-mini,importar_test_imagen,1.82,2093,0,214,0.002533
2026-07-19,21:17:36,gpt-5.4-mini,importar_test_imagen,2.03,2170,0,164,0.002365
2026-07-19,21:17:38,gpt-5.4-mini,importar_test_imagen,1.97,2093,0,208,0.002506
2026-07-19,21:17:42,gpt-5.4-mini,importar_test_imagen,3.30,2093,0,263,0.002753
2026-07-19,21:17:43,gpt-5.4-mini,importar_test_imagen,1.64,2093,0,158,0.002281
2026-07-19,21:17:46,gpt-5.4-mini,importar_test_imagen,2.09,2093,0,239,0.002645
2026-07-19,21:17:47,gpt-5.4-mini,importar_test_imagen,1.56,2093,0,140,0.002200
2026-07-19,21:17:50,gpt-5.4-mini,importar_test_imagen,2.05,2093,0,192,0.002434
2026-07-19,21:17:52,gpt-5.4-mini,importar_test_imagen,2.53,2093,0,260,0.002740
2026-07-19,21:17:55,gpt-5.4-mini,importar_test_imagen,2.12,2170,0,208,0.002563
2026-07-19,21:17:57,gpt-5.4-mini,importar_test_imagen,2.11,2170,0,247,0.002739
2026-07-19,21:17:59,gpt-5.4-mini,importar_test_imagen,2.04,2170,0,188,0.002474
2026-07-19,21:18:03,gpt-5.4-mini,importar_test_imagen,3.57,2861,0,506,0.004423
2026-07-19,21:18:06,gpt-5.4-mini,importar_test_imagen,3.06,2170,0,344,0.003175
2026-07-19,21:18:09,gpt-5.4-mini,importar_test_imagen,3.00,2247,0,264,0.002873
2026-07-19,21:18:11,gpt-5.4-mini,importar_test_imagen,1.98,2093,0,190,0.002425
2026-07-19,21:18:14,gpt-5.4-mini,importar_test_imagen,2.89,2401,0,340,0.003331
2026-07-19,21:18:16,gpt-5.4-mini,importar_test_imagen,1.79,2093,0,173,0.002348
2026-07-19,21:18:19,gpt-5.4-mini,importar_test_imagen,2.21,2247,0,263,0.002869
2026-07-19,21:18:22,gpt-5.4-mini,importar_test_imagen,2.73,2170,0,278,0.002878
2026-07-19,21:18:24,gpt-5.4-mini,importar_test_imagen,1.99,2170,0,194,0.002501
2026-07-19,21:18:26,gpt-5.4-mini,importar_test_imagen,1.77,2170,0,180,0.002437
2026-07-19,21:18:29,gpt-5.4-mini,importar_test_imagen,3.14,2093,0,205,0.002492
2026-07-19,21:18:34,gpt-5.4-mini,importar_test_imagen,4.58,2170,0,258,0.002789
2026-07-19,21:18:36,gpt-5.4-mini,importar_test_imagen,2.03,2093,0,207,0.002501
2026-07-19,21:18:40,gpt-5.4-mini,importar_test_imagen,3.81,2170,0,244,0.002726
2026-07-19,21:18:42,gpt-5.4-mini,importar_test_imagen,2.08,2093,0,210,0.002515
2026-07-19,21:18:44,gpt-5.4-mini,importar_test_imagen,2.18,2093,0,218,0.002551
2026-07-19,21:18:47,gpt-5.4-mini,importar_test_imagen,2.19,2093,0,181,0.002384
2026-07-19,21:18:49,gpt-5.4-mini,importar_test_imagen,2.52,2170,0,268,0.002834
2026-07-19,21:18:52,gpt-5.4-mini,importar_test_imagen,2.45,2247,0,282,0.002954
2026-07-19,21:18:55,gpt-5.4-mini,importar_test_imagen,2.76,2170,0,336,0.003139
2026-07-19,21:18:59,gpt-5.4-mini,importar_test_imagen,3.32,2170,0,322,0.003077
2026-07-19,21:19:01,gpt-5.4-mini,importar_test_imagen,2.60,2170,0,209,0.002568
2026-07-19,21:19:04,gpt-5.4-mini,importar_test_imagen,2.65,2170,0,256,0.002779
2026-07-19,21:19:08,gpt-5.4-mini,importar_test_imagen,3.59,2554,0,466,0.004013
2026-07-19,21:19:11,gpt-5.4-mini,importar_test_imagen,2.33,2093,0,222,0.002569
2026-07-19,21:19:13,gpt-5.4-mini,importar_test_imagen,2.65,2247,0,296,0.003017
2026-07-19,21:19:16,gpt-5.4-mini,importar_test_imagen,2.38,2093,0,220,0.002560
2026-07-19,21:19:18,gpt-5.4-mini,importar_test_imagen,2.07,2017,0,151,0.002192
2026-07-19,21:19:20,gpt-5.4-mini,importar_test_imagen,1.89,2017,0,169,0.002273
2026-07-19,21:19:23,gpt-5.4-mini,importar_test_imagen,2.51,2324,0,253,0.002881
2026-07-19,21:19:25,gpt-5.4-mini,importar_test_imagen,1.70,2170,0,189,0.002478
2026-07-19,21:19:27,gpt-5.4-mini,importar_test_imagen,1.88,2170,0,154,0.002321
2026-07-19,21:19:29,gpt-5.4-mini,importar_test_imagen,2.03,2093,0,185,0.002402
2026-07-19,21:19:31,gpt-5.4-mini,importar_test_imagen,2.17,2324,0,235,0.002801
2026-07-19,21:19:34,gpt-5.4-mini,importar_test_imagen,2.56,2324,0,317,0.003170
2026-07-19,21:19:36,gpt-5.4-mini,importar_test_imagen,1.97,2170,0,170,0.002393
2026-07-19,21:19:38,gpt-5.4-mini,importar_test_imagen,2.09,2093,0,180,0.002380
2026-07-19,21:19:41,gpt-5.4-mini,importar_test_imagen,2.71,2247,0,283,0.002959
2026-07-19,21:19:45,gpt-5.4-mini,importar_test_imagen,3.44,2554,0,370,0.003581
2026-07-19,21:19:48,gpt-5.4-mini,importar_test_imagen,3.18,2324,0,319,0.003178
2026-07-19,21:19:50,gpt-5.4-mini,importar_test_imagen,2.00,2093,0,214,0.002533
2026-07-19,21:19:52,gpt-5.4-mini,importar_test_imagen,1.91,2170,0,218,0.002609
2026-07-19,21:19:55,gpt-5.4-mini,importar_test_imagen,2.39,2170,0,208,0.002563
2026-07-19,21:19:57,gpt-5.4-mini,importar_test_imagen,2.20,2093,0,205,0.002492
2026-07-19,21:19:59,gpt-5.4-mini,importar_test_imagen,1.89,2093,0,192,0.002434
2026-07-19,21:20:02,gpt-5.4-mini,importar_test_imagen,2.86,2170,0,257,0.002784
2026-07-19,21:20:06,gpt-5.4-mini,importar_test_imagen,3.37,2324,0,354,0.003336
2026-07-19,21:20:08,gpt-5.4-mini,importar_test_imagen,2.17,2170,0,237,0.002694
2026-07-19,21:20:12,gpt-5.4-mini,importar_test_imagen,3.38,2170,0,262,0.002806
2026-07-19,21:20:15,gpt-5.4-mini,importar_test_imagen,2.74,2324,0,294,0.003066
2026-07-19,21:20:17,gpt-5.4-mini,importar_test_imagen,2.07,2093,0,181,0.002384
2026-07-19,21:20:19,gpt-5.4-mini,importar_test_imagen,2.15,2247,0,256,0.002837
2026-07-19,21:20:22,gpt-5.4-mini,importar_test_imagen,2.68,2247,0,263,0.002869
2026-07-19,21:20:24,gpt-5.4-mini,importar_test_imagen,2.09,2247,0,230,0.002720
2026-07-19,21:20:28,gpt-5.4-mini,importar_test_imagen,3.42,2170,0,202,0.002537
2026-07-19,21:20:30,gpt-5.4-mini,importar_test_imagen,2.37,2170,0,190,0.002482
2026-07-19,21:20:33,gpt-5.4-mini,importar_test_imagen,2.28,2170,0,221,0.002622
2026-07-19,21:20:36,gpt-5.4-mini,importar_test_imagen,3.41,2631,0,384,0.003701
2026-07-19,21:20:39,gpt-5.4-mini,importar_test_imagen,2.30,2093,0,184,0.002398
2026-07-19,21:20:43,gpt-5.4-mini,importar_test_imagen,4.26,2477,0,403,0.003671
2026-07-19,21:20:47,gpt-5.4-mini,importar_test_imagen,3.08,2247,0,279,0.002941
2026-07-19,21:20:50,gpt-5.4-mini,importar_test_imagen,3.04,2170,0,256,0.002779
2026-07-19,21:20:53,gpt-5.4-mini,importar_test_imagen,2.63,2170,0,274,0.002861
2026-07-19,21:20:57,gpt-5.4-mini,importar_test_imagen,4.22,2477,0,414,0.003721
2026-07-19,21:21:00,gpt-5.4-mini,importar_test_imagen,2.71,2093,0,238,0.002641
2026-07-19,21:21:03,gpt-5.4-mini,importar_test_imagen,2.74,2170,0,272,0.002851
2026-07-19,21:21:06,gpt-5.4-mini,importar_test_imagen,2.82,2324,0,236,0.002805
2026-07-19,21:21:09,gpt-5.4-mini,importar_test_imagen,2.54,2093,0,261,0.002744
2026-07-19,21:21:11,gpt-5.4-mini,importar_test_imagen,2.17,2170,0,212,0.002582
2026-07-19,21:21:13,gpt-5.4-mini,importar_test_imagen,2.21,2247,0,235,0.002743
2026-07-19,21:21:16,gpt-5.4-mini,importar_test_imagen,2.54,2324,0,299,0.003089
2026-07-19,21:21:19,gpt-5.4-mini,importar_test_imagen,2.43,2170,0,295,0.002955
2026-07-19,21:21:21,gpt-5.4-mini,importar_test_imagen,1.90,2170,0,156,0.002329
2026-07-19,21:21:50,gpt-5.4-mini,importar_test_imagen,29.03,2093,0,191,0.002429
2026-07-19,21:21:52,gpt-5.4-mini,importar_test_imagen,2.44,2170,0,243,0.002721
2026-07-19,21:21:54,gpt-5.4-mini,importar_test_imagen,1.91,2170,0,194,0.002501
2026-07-19,21:21:57,gpt-5.4-mini,importar_test_imagen,1.94,2093,0,164,0.002308
2026-07-19,21:21:59,gpt-5.4-mini,importar_test_imagen,2.05,2170,0,241,0.002712
2026-07-19,21:22:04,gpt-5.4-mini,importar_test_imagen,5.46,2477,0,335,0.003365
2026-07-19,21:22:08,gpt-5.4-mini,importar_test_imagen,3.02,2477,0,339,0.003383
2026-07-19,21:22:10,gpt-5.4-mini,importar_test_imagen,2.54,2247,0,299,0.003031
2026-07-19,21:22:13,gpt-5.4-mini,importar_test_imagen,2.54,2247,0,331,0.003175
2026-07-19,21:22:17,gpt-5.4-mini,importar_test_imagen,3.48,2477,0,379,0.003563
2026-07-19,21:22:20,gpt-5.4-mini,importar_test_imagen,3.33,2324,0,354,0.003336
2026-07-19,21:22:24,gpt-5.4-mini,importar_test_imagen,2.95,2324,0,293,0.003061
2026-07-19,21:22:26,gpt-5.4-mini,importar_test_imagen,2.31,2401,0,221,0.002795
2026-07-19,21:22:29,gpt-5.4-mini,importar_test_imagen,2.61,2247,0,235,0.002743
2026-07-19,21:22:32,gpt-5.4-mini,importar_test_imagen,2.48,2554,0,309,0.003306
2026-07-19,21:22:37,gpt-5.4-mini,importar_test_imagen,5.64,2477,0,316,0.003280
2026-07-19,21:22:40,gpt-5.4-mini,importar_test_imagen,2.73,2093,0,248,0.002686
2026-07-19,21:22:43,gpt-5.4-mini,importar_test_imagen,2.45,2093,0,228,0.002596
2026-07-19,21:22:45,gpt-5.4-mini,importar_test_imagen,1.92,2247,0,206,0.002612
2026-07-19,21:22:48,gpt-5.4-mini,importar_test_imagen,2.46,2477,0,279,0.003113
2026-07-19,21:22:50,gpt-5.4-mini,importar_test_imagen,1.82,2247,0,202,0.002594
2026-07-19,21:22:53,gpt-5.4-mini,importar_test_imagen,3.40,2477,0,391,0.003617
2026-07-19,21:22:57,gpt-5.4-mini,importar_test_imagen,3.55,2631,0,417,0.003850
2026-07-19,21:22:59,gpt-5.4-mini,importar_test_imagen,2.21,2324,0,220,0.002733
2026-07-19,21:23:02,gpt-5.4-mini,importar_test_imagen,2.80,2170,0,265,0.002820
2026-07-19,21:23:08,gpt-5.4-mini,importar_test_imagen,5.49,2170,0,183,0.002451
2026-07-19,21:23:10,gpt-5.4-mini,importar_test_imagen,2.20,2170,0,252,0.002762
2026-07-19,21:23:13,gpt-5.4-mini,importar_test_imagen,2.69,2170,0,275,0.002865
2026-07-19,21:23:15,gpt-5.4-mini,importar_test_imagen,2.00,2093,0,225,0.002582
2026-07-19,21:23:19,gpt-5.4-mini,importar_test_imagen,3.42,2554,0,384,0.003644
2026-07-19,21:23:22,gpt-5.4-mini,importar_test_imagen,2.81,2170,0,286,0.002914
2026-07-19,21:23:24,gpt-5.4-mini,importar_test_imagen,2.20,2247,0,247,0.002797
2026-07-19,21:23:29,gpt-5.4-mini,importar_test_imagen,4.75,2477,0,382,0.003577
2026-07-19,21:23:32,gpt-5.4-mini,importar_test_imagen,2.90,2324,0,318,0.003174
2026-07-19,21:23:36,gpt-5.4-mini,importar_test_imagen,3.03,2401,0,370,0.003466
2026-07-19,21:23:39,gpt-5.4-mini,importar_test_imagen,3.47,2247,0,298,0.003026
2026-07-19,21:23:42,gpt-5.4-mini,importar_test_imagen,2.22,2247,0,171,0.002455
2026-07-19,21:23:47,gpt-5.4-mini,importar_test_imagen,5.51,2785,0,421,0.003983
2026-07-19,21:23:52,gpt-5.4-mini,importar_test_imagen,4.32,2170,0,229,0.002658
2026-07-19,21:23:55,gpt-5.4-mini,importar_test_imagen,2.70,2170,0,366,0.003275
2026-07-19,21:23:58,gpt-5.4-mini,importar_test_imagen,3.45,2631,0,353,0.003562
2026-07-19,21:24:01,gpt-5.4-mini,importar_test_imagen,2.84,2170,0,293,0.002946
2026-07-19,21:24:04,gpt-5.4-mini,importar_test_imagen,2.77,2477,0,336,0.003370
2026-07-19,21:24:07,gpt-5.4-mini,importar_test_imagen,2.66,2247,0,314,0.003098
2026-07-19,21:24:10,gpt-5.4-mini,importar_test_imagen,2.67,2324,0,346,0.003300
2026-07-19,21:24:13,gpt-5.4-mini,importar_test_imagen,2.45,2247,0,299,0.003031
2026-07-19,21:24:17,gpt-5.4-mini,importar_test_imagen,3.79,2477,0,377,0.003554
2026-07-19,21:24:20,gpt-5.4-mini,importar_test_imagen,3.11,2247,0,291,0.002995
2026-07-19,21:24:22,gpt-5.4-mini,importar_test_imagen,1.97,2170,0,218,0.002609
2026-07-19,21:24:24,gpt-5.4-mini,importar_test_imagen,1.78,2170,0,179,0.002433
2026-07-19,21:24:26,gpt-5.4-mini,importar_test_imagen,1.94,2170,0,162,0.002357
2026-07-19,21:24:28,gpt-5.4-mini,importar_test_imagen,1.92,2093,0,177,0.002366
2026-07-19,21:24:31,gpt-5.4-mini,importar_test_imagen,2.71,2247,0,265,0.002878
2026-07-19,21:24:34,gpt-5.4-mini,importar_test_imagen,3.09,2324,0,315,0.003161
2026-07-19,21:24:37,gpt-5.4-mini,importar_test_imagen,2.33,2170,0,251,0.002757
2026-07-19,21:24:41,gpt-5.4-mini,importar_test_imagen,4.19,2401,0,398,0.003592
2026-07-19,21:24:43,gpt-5.4-mini,importar_test_imagen,1.77,2170,0,181,0.002442
2026-07-19,21:24:46,gpt-5.4-mini,importar_test_imagen,2.27,2247,0,261,0.002860
2026-07-19,21:24:48,gpt-5.4-mini,importar_test_imagen,2.22,2093,0,264,0.002758
2026-07-19,21:24:50,gpt-5.4-mini,importar_test_imagen,1.87,2093,0,159,0.002285
2026-07-19,21:24:52,gpt-5.4-mini,importar_test_imagen,2.19,2170,0,224,0.002635
2026-07-19,21:24:55,gpt-5.4-mini,importar_test_imagen,2.38,2247,0,265,0.002878
2026-07-19,21:24:58,gpt-5.4-mini,importar_test_imagen,3.00,2247,0,312,0.003089
2026-07-19,21:25:01,gpt-5.4-mini,importar_test_imagen,2.51,2170,0,208,0.002563
2026-07-19,21:25:05,gpt-5.4-mini,importar_test_imagen,3.56,2170,0,270,0.002842
2026-07-19,21:25:08,gpt-5.4-mini,importar_test_imagen,3.52,2477,0,371,0.003527
2026-07-19,21:25:11,gpt-5.4-mini,importar_test_imagen,2.22,2093,0,176,0.002362
2026-07-19,21:25:14,gpt-5.4-mini,importar_test_imagen,2.97,2170,0,184,0.002456
2026-07-19,21:25:16,gpt-5.4-mini,importar_test_imagen,2.03,2093,0,210,0.002515
2026-07-19,21:25:18,gpt-5.4-mini,importar_test_imagen,1.77,2170,0,188,0.002474
2026-07-19,21:25:20,gpt-5.4-mini,importar_test_imagen,1.68,2093,0,177,0.002366
2026-07-19,21:25:22,gpt-5.4-mini,importar_test_imagen,1.83,2093,0,205,0.002492
2026-07-19,21:25:25,gpt-5.4-mini,importar_test_imagen,3.33,2324,0,324,0.003201
2026-07-19,21:25:29,gpt-5.4-mini,importar_test_imagen,3.45,2247,0,336,0.003197
2026-07-19,21:25:38,gpt-5.4-mini,importar_test_imagen,9.05,2170,0,161,0.002352
2026-07-19,21:25:40,gpt-5.4-mini,importar_test_imagen,1.74,2170,0,167,0.002379
2026-07-19,21:25:44,gpt-5.4-mini,importar_test_imagen,3.92,2631,0,463,0.004057
2026-07-19,21:25:47,gpt-5.4-mini,importar_test_imagen,2.57,2247,0,304,0.003053
2026-07-19,21:25:50,gpt-5.4-mini,importar_test_imagen,2.76,2170,0,197,0.002514
2026-07-19,21:25:52,gpt-5.4-mini,importar_test_imagen,2.34,2170,0,238,0.002698
2026-07-19,21:25:55,gpt-5.4-mini,importar_test_imagen,2.71,2170,0,238,0.002698
2026-07-19,21:25:58,gpt-5.4-mini,importar_test_imagen,3.10,2247,0,294,0.003008
2026-07-19,21:26:02,gpt-5.4-mini,importar_test_imagen,2.91,2477,0,367,0.003509
2026-07-19,21:26:04,gpt-5.4-mini,importar_test_imagen,2.62,2247,0,282,0.002954
2026-07-19,21:26:07,gpt-5.4-mini,importar_test_imagen,2.72,2170,0,302,0.002987
2026-07-19,21:26:10,gpt-5.4-mini,importar_test_imagen,2.48,2247,0,260,0.002855
2026-07-19,21:26:13,gpt-5.4-mini,importar_test_imagen,2.84,2247,0,219,0.002671
2026-07-19,21:26:15,gpt-5.4-mini,importar_test_imagen,2.36,2247,0,255,0.002833
2026-07-19,21:26:17,gpt-5.4-mini,importar_test_imagen,1.78,2093,0,204,0.002488
2026-07-19,21:26:20,gpt-5.4-mini,importar_test_imagen,2.56,2247,0,292,0.002999
2026-07-19,21:26:23,gpt-5.4-mini,importar_test_imagen,2.44,2170,0,261,0.002802
2026-07-19,21:26:26,gpt-5.4-mini,importar_test_imagen,2.81,2170,0,280,0.002888
2026-07-19,21:26:28,gpt-5.4-mini,importar_test_imagen,2.33,2324,0,272,0.002967
2026-07-19,21:26:31,gpt-5.4-mini,importar_test_imagen,2.41,2170,0,282,0.002896
2026-07-19,21:26:33,gpt-5.4-mini,importar_test_imagen,1.62,2093,0,158,0.002281
2026-07-19,21:26:35,gpt-5.4-mini,importar_test_imagen,2.20,2170,0,197,0.002514
2026-07-19,21:26:37,gpt-5.4-mini,importar_test_imagen,1.75,2093,0,190,0.002425
2026-07-19,21:26:39,gpt-5.4-mini,importar_test_imagen,2.37,2170,0,181,0.002442
2026-07-19,21:26:42,gpt-5.4-mini,importar_test_imagen,2.37,2170,0,246,0.002734
2026-07-19,21:26:45,gpt-5.4-mini,importar_test_imagen,2.79,2170,0,283,0.002901
2026-07-19,21:26:47,gpt-5.4-mini,importar_test_imagen,2.27,2093,0,235,0.002627
2026-07-19,21:26:49,gpt-5.4-mini,importar_test_imagen,1.66,2170,0,168,0.002384
2026-07-19,21:26:51,gpt-5.4-mini,importar_test_imagen,1.84,2093,0,191,0.002429
2026-07-19,21:26:54,gpt-5.4-mini,importar_test_imagen,2.83,2247,0,378,0.003386
2026-07-19,21:26:57,gpt-5.4-mini,importar_test_imagen,2.71,2247,0,317,0.003112
2026-07-19,21:27:00,gpt-5.4-mini,importar_test_imagen,3.09,2247,0,336,0.003197
2026-07-19,21:27:03,gpt-5.4-mini,importar_test_imagen,2.39,2247,0,276,0.002927
2026-07-19,21:27:07,gpt-5.4-mini,importar_test_imagen,4.23,2324,0,260,0.002913
2026-07-19,21:27:09,gpt-5.4-mini,importar_test_imagen,2.22,2093,0,208,0.002506
2026-07-19,21:27:12,gpt-5.4-mini,importar_test_imagen,2.19,2093,0,218,0.002551
2026-07-19,21:27:19,gpt-5.4-mini,importar_test_imagen,7.40,2170,0,347,0.003189
2026-07-19,21:27:23,gpt-5.4-mini,importar_test_imagen,3.43,2401,0,376,0.003493
2026-07-19,21:27:26,gpt-5.4-mini,importar_test_imagen,2.63,2170,0,250,0.002752
2026-07-19,21:27:28,gpt-5.4-mini,importar_test_imagen,1.87,2093,0,177,0.002366
2026-07-19,21:27:32,gpt-5.4-mini,importar_test_imagen,3.69,2324,0,344,0.003291
2026-07-19,21:27:35,gpt-5.4-mini,importar_test_imagen,3.43,2554,0,401,0.003720
2026-07-19,21:27:38,gpt-5.4-mini,importar_test_imagen,2.87,2554,0,272,0.003139
2026-07-19,21:27:41,gpt-5.4-mini,importar_test_imagen,2.06,2170,0,247,0.002739
2026-07-19,21:27:43,gpt-5.4-mini,importar_test_imagen,2.15,2093,0,204,0.002488
2026-07-19,21:27:46,gpt-5.4-mini,importar_test_imagen,2.53,2324,0,305,0.003116
2026-07-19,21:27:48,gpt-5.4-mini,importar_test_imagen,1.75,2093,0,139,0.002195
2026-07-19,21:27:49,gpt-5.4-mini,importar_test_imagen,1.49,2170,0,128,0.002204
2026-07-19,21:27:53,gpt-5.4-mini,importar_test_imagen,3.59,2324,0,317,0.003170
2026-07-19,21:27:56,gpt-5.4-mini,importar_test_imagen,2.86,2247,0,314,0.003098
2026-07-19,21:28:00,gpt-5.4-mini,importar_test_imagen,3.83,2247,0,372,0.003359
2026-07-19,21:28:02,gpt-5.4-mini,importar_test_imagen,1.92,2017,0,194,0.002386
2026-07-19,21:28:05,gpt-5.4-mini,importar_test_imagen,2.64,2170,0,284,0.002906
2026-07-19,21:28:08,gpt-5.4-mini,importar_test_imagen,2.86,2324,0,333,0.003242
2026-07-19,21:28:12,gpt-5.4-mini,importar_test_imagen,3.53,2170,0,167,0.002379
2026-07-19,21:28:15,gpt-5.4-mini,importar_test_imagen,3.42,2093,0,291,0.002879
2026-07-19,21:28:18,gpt-5.4-mini,importar_test_imagen,2.71,2170,0,222,0.002627
2026-07-19,21:28:21,gpt-5.4-mini,importar_test_imagen,2.66,2247,0,280,0.002945
2026-07-19,21:28:23,gpt-5.4-mini,importar_test_imagen,2.12,2093,0,236,0.002632
2026-07-19,21:28:25,gpt-5.4-mini,importar_test_imagen,2.04,2170,0,204,0.002546
2026-07-19,21:28:29,gpt-5.4-mini,importar_test_imagen,3.30,2401,0,350,0.003376
2026-07-19,21:28:32,gpt-5.4-mini,importar_test_imagen,2.56,2170,0,250,0.002752
2026-07-19,21:28:34,gpt-5.4-mini,importar_test_imagen,2.38,2401,0,297,0.003137
2026-07-19,21:28:38,gpt-5.4-mini,importar_test_imagen,3.22,2401,0,326,0.003268
2026-07-19,21:28:40,gpt-5.4-mini,importar_test_imagen,2.44,2247,0,237,0.002752
2026-07-19,21:28:43,gpt-5.4-mini,importar_test_imagen,2.85,2554,0,337,0.003432
2026-07-19,21:28:46,gpt-5.4-mini,importar_test_imagen,2.05,2170,0,237,0.002694
2026-07-19,21:28:49,gpt-5.4-mini,importar_test_imagen,3.04,2631,0,359,0.003589
2026-07-19,21:28:51,gpt-5.4-mini,importar_test_imagen,2.21,2170,0,222,0.002627
2026-07-19,21:28:54,gpt-5.4-mini,importar_test_imagen,2.82,2247,0,309,0.003076
2026-07-19,21:28:57,gpt-5.4-mini,importar_test_imagen,2.21,2093,0,254,0.002713
2026-07-19,21:28:59,gpt-5.4-mini,importar_test_imagen,2.57,2170,0,268,0.002834
2026-07-19,21:29:02,gpt-5.4-mini,importar_test_imagen,2.50,2170,0,277,0.002874
2026-07-19,21:29:04,gpt-5.4-mini,importar_test_imagen,2.25,2170,0,228,0.002654
2026-07-19,21:29:06,gpt-5.4-mini,importar_test_imagen,1.61,2093,0,148,0.002236
2026-07-19,21:29:09,gpt-5.4-mini,importar_test_imagen,2.69,2093,0,240,0.002650
2026-07-19,21:29:13,gpt-5.4-mini,importar_test_imagen,3.82,2170,0,297,0.002964
2026-07-19,21:29:16,gpt-5.4-mini,importar_test_imagen,2.39,2170,0,275,0.002865
2026-07-19,21:29:22,gpt-5.4-mini,importar_test_imagen,5.91,2170,0,290,0.002933
2026-07-19,21:29:25,gpt-5.4-mini,importar_test_imagen,2.74,2324,0,335,0.003250
2026-07-19,21:29:27,gpt-5.4-mini,importar_test_imagen,1.92,2247,0,216,0.002657
2026-07-19,21:29:29,gpt-5.4-mini,importar_test_imagen,2.39,2170,0,222,0.002627
2026-07-19,21:29:34,gpt-5.4-mini,importar_test_imagen,4.17,2631,0,497,0.004210
2026-07-19,21:29:38,gpt-5.4-mini,importar_test_imagen,3.78,2554,0,416,0.003788
2026-07-19,21:29:41,gpt-5.4-mini,importar_test_imagen,2.79,2170,0,282,0.002896
2026-07-19,21:29:44,gpt-5.4-mini,importar_test_imagen,3.48,2401,0,283,0.003074
2026-07-19,21:29:47,gpt-5.4-mini,importar_test_imagen,2.42,2247,0,256,0.002837
2026-07-19,21:29:49,gpt-5.4-mini,importar_test_imagen,1.95,2170,0,227,0.002649
2026-07-19,21:29:53,gpt-5.4-mini,importar_test_imagen,3.97,2170,0,242,0.002717
2026-07-19,21:29:55,gpt-5.4-mini,importar_test_imagen,2.15,2170,0,237,0.002694
2026-07-19,21:30:01,gpt-5.4-mini,importar_test_imagen,5.20,2785,0,585,0.004721
2026-07-19,21:30:03,gpt-5.4-mini,importar_test_imagen,2.28,2247,0,248,0.002801
2026-07-19,21:30:06,gpt-5.4-mini,importar_test_imagen,2.62,2401,0,245,0.002903
2026-07-19,21:30:10,gpt-5.4-mini,importar_test_imagen,3.17,2247,0,283,0.002959
2026-07-19,21:30:14,gpt-5.4-mini,importar_test_imagen,4.04,2631,0,420,0.003863
2026-07-19,21:30:19,gpt-5.4-mini,importar_test_imagen,4.28,2401,0,385,0.003533
2026-07-19,21:30:20,gpt-5.4-mini,importar_test_imagen,1.71,2170,0,172,0.002401
2026-07-19,21:30:23,gpt-5.4-mini,importar_test_imagen,2.69,2324,0,286,0.003030
2026-07-19,21:30:26,gpt-5.4-mini,importar_test_imagen,2.76,2631,0,338,0.003494
2026-07-19,21:30:28,gpt-5.4-mini,importar_test_imagen,2.02,2093,0,192,0.002434
